identifier,item,tag,code,name,note
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_001,事業者・設置者名,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_002,発電所名,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_003,所在地,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_004,既設・建設中区分,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_005,運転開始年月日,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_038,号機,
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_039,認可出力,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_001,事業者・設置者名,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_002,発電所名,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_003,所在地,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_004,既設・建設中区分,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_005,運転開始年月日,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_040,号機,
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_041,認可出力,
S05-a,"交通流動量_パーソントリップ発生・集中量
（平成24年度作成データ、原典資料：平成22年近畿圏パーソントリップ調査）",Occurred_ConcentratedTrafficVolumeOfPersonTrip,S05a_001,都市圏,
S05-b,"交通流動量_パーソントリップOD量
（平成24年度作成データ、原典資料：平成22年近畿圏パーソントリップ調査）",PersonTripODAmount,S05b_001,都市圏,
